Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
99,Exit short,2017-06-09 16:50,Exit Short Trailing,21283,46.8,995716.8,-327.6,-0.03,1357.2,0.14,-327.6,-0.03,-2959.5,-0.30
99,Entry short,2017-06-09 16:25,Short,21276,46.8,995716.8,-327.6,-0.03,1357.2,0.14,-327.6,-0.03,-2959.5,-0.30
100,Exit long,2017-06-12 09:40,Exit Long Trailing,21233,46.9,995921.5,-93.8,-0.01,187.6,0.02,-140.7,-0.01,-3053.3,-0.31
100,Entry long,2017-06-12 09:35,Long,21235,46.9,995921.5,-93.8,-0.01,187.6,0.02,-140.7,-0.01,-3053.3,-0.31
101,Exit long,2017-06-12 11:10,Exit Long Trailing,21234,46.9,995874.6,0,0.00,140.7,0.01,-328.3,-0.03,-3053.3,-0.31
101,Entry long,2017-06-12 11:05,Long,21234,46.9,995874.6,0,0.00,140.7,0.01,-328.3,-0.03,-3053.3,-0.31
102,Exit long,2017-06-12 17:50,Exit Long Trailing,21214,46.9,995499.4,-562.8,-0.06,422.1,0.04,-562.8,-0.06,-3616.1,-0.36
102,Entry long,2017-06-12 17:05,Long,21226,46.9,995499.4,-562.8,-0.06,422.1,0.04,-562.8,-0.06,-3616.1,-0.36
103,Exit long,2017-06-12 18:20,Exit Long Trailing,21214,46.9,995077.3,-140.7,-0.01,609.7,0.06,-140.7,-0.01,-3756.8,-0.38
103,Entry long,2017-06-12 18:05,Long,21217,46.9,995077.3,-140.7,-0.01,609.7,0.06,-140.7,-0.01,-3756.8,-0.38
104,Exit short,2017-06-13 09:50,Exit Short Trailing,21274,46.8,995389.2,-234,-0.02,93.6,0.01,-234,-0.02,-3990.8,-0.40
104,Entry short,2017-06-13 09:25,Short,21269,46.8,995389.2,-234,-0.02,93.6,0.01,-234,-0.02,-3990.8,-0.40
105,Exit short,2017-06-13 15:05,Exit Short Trailing,21304,46.7,994710,-186.8,-0.02,747.2,0.08,-326.9,-0.03,-4177.6,-0.42
105,Entry short,2017-06-13 14:45,Short,21300,46.7,994710,-186.8,-0.02,747.2,0.08,-326.9,-0.03,-4177.6,-0.42
106,Exit short,2017-06-13 15:55,Exit Short Trailing,21328,46.6,993745,-139.8,-0.01,233,0.02,-466,-0.05,-4317.4,-0.43
106,Entry short,2017-06-13 15:45,Short,21325,46.6,993745,-139.8,-0.01,233,0.02,-466,-0.05,-4317.4,-0.43
107,Exit short,2017-06-13 17:20,Exit Short Trailing,21341,46.6,994537.2,46.6,0.00,279.6,0.03,0,0.00,-4270.8,-0.43
107,Entry short,2017-06-13 17:15,Short,21342,46.6,994537.2,46.6,0.00,279.6,0.03,0,0.00,-4270.8,-0.43
108,Exit short,2017-06-13 19:35,Exit Short Trailing,21344,46.6,994723.6,93.2,0.01,279.6,0.03,-46.6,0.00,-4177.6,-0.42
108,Entry short,2017-06-13 19:30,Short,21346,46.6,994723.6,93.2,0.01,279.6,0.03,-46.6,0.00,-4177.6,-0.42
109,Exit short,2017-06-13 20:00,Exit Short Trailing,21342,46.6,993884.8,-652.4,-0.07,93.2,0.01,-745.6,-0.08,-4830,-0.48
109,Entry short,2017-06-13 19:55,Short,21328,46.6,993884.8,-652.4,-0.07,93.2,0.01,-745.6,-0.08,-4830,-0.48
110,Exit short,2017-06-14 12:30,Exit Short Trailing,21356,46.5,993937.5,883.5,0.09,883.5,0.09,-186,-0.02,-3946.5,-0.39
110,Entry short,2017-06-14 12:20,Short,21375,46.5,993937.5,883.5,0.09,883.5,0.09,-186,-0.02,-3946.5,-0.39
111,Exit short,2017-06-14 12:40,Exit Short Trailing,21376,46.6,995282.8,-838.8,-0.08,46.6,0.00,-838.8,-0.08,-4785.3,-0.48
111,Entry short,2017-06-14 12:35,Short,21358,46.6,995282.8,-838.8,-0.08,46.6,0.00,-838.8,-0.08,-4785.3,-0.48
112,Exit short,2017-06-14 18:10,Exit Short Trailing,21380,46.5,993658.5,-511.5,-0.05,93,0.01,-1255.5,-0.13,-5296.8,-0.53
112,Entry short,2017-06-14 18:05,Short,21369,46.5,993658.5,-511.5,-0.05,93,0.01,-1255.5,-0.13,-5296.8,-0.53
113,Exit long,2017-06-14 18:25,Exit Long Trailing,21366,46.5,992728.5,790.5,0.08,790.5,0.08,-279,-0.03,-4506.3,-0.45
113,Entry long,2017-06-14 18:20,Long,21349,46.5,992728.5,790.5,0.08,790.5,0.08,-279,-0.03,-4506.3,-0.45
114,Exit long,2017-06-15 10:20,Exit Long Trailing,21297,46.7,994056.2,513.7,0.05,513.7,0.05,-373.6,-0.04,-3992.6,-0.40
114,Entry long,2017-06-15 10:15,Long,21286,46.7,994056.2,513.7,0.05,513.7,0.05,-373.6,-0.04,-3992.6,-0.40
115,Exit long,2017-06-15 13:45,Exit Long Trailing,21313,46.7,995083.6,233.5,0.02,2054.8,0.21,-934,-0.09,-3759.1,-0.38
115,Entry long,2017-06-15 12:35,Long,21308,46.7,995083.6,233.5,0.02,2054.8,0.21,-934,-0.09,-3759.1,-0.38
116,Exit short,2017-06-15 18:30,Exit Short Trailing,21357,46.6,995562.4,326.2,0.03,372.8,0.04,-372.8,-0.04,-3432.9,-0.34
116,Entry short,2017-06-15 18:25,Short,21364,46.6,995562.4,326.2,0.03,372.8,0.04,-372.8,-0.04,-3432.9,-0.34
117,Exit short,2017-06-15 19:55,Exit Short Trailing,21373,46.6,995329.4,-652.4,-0.07,559.2,0.06,-652.4,-0.07,-4085.3,-0.41
117,Entry short,2017-06-15 19:40,Short,21359,46.6,995329.4,-652.4,-0.07,559.2,0.06,-652.4,-0.07,-4085.3,-0.41
118,Exit short,2017-06-16 07:10,Exit Short Trailing,21418,46.4,993841.6,46.4,0.00,92.8,0.01,-139.2,-0.01,-4038.9,-0.40
118,Entry short,2017-06-16 07:05,Short,21419,46.4,993841.6,46.4,0.00,92.8,0.01,-139.2,-0.01,-4038.9,-0.40
119,Exit short,2017-06-16 09:05,Exit Short Trailing,21408,46.5,995425.5,-46.5,0.00,325.5,0.03,-139.5,-0.01,-4085.4,-0.41
119,Entry short,2017-06-16 08:25,Short,21407,46.5,995425.5,-46.5,0.00,325.5,0.03,-139.5,-0.01,-4085.4,-0.41
120,Exit short,2017-06-16 09:20,Exit Short Trailing,21408,46.5,995704.5,232.5,0.02,232.5,0.02,-46.5,0.00,-3852.9,-0.39
120,Entry short,2017-06-16 09:15,Short,21413,46.5,995704.5,232.5,0.02,232.5,0.02,-46.5,0.00,-3852.9,-0.39
121,Exit short,2017-06-16 10:15,Exit Short Trailing,21403,46.5,995193,-46.5,0.00,372,0.04,-46.5,0.00,-3899.4,-0.39
121,Entry short,2017-06-16 09:50,Short,21402,46.5,995193,-46.5,0.00,372,0.04,-46.5,0.00,-3899.4,-0.39
122,Exit long,2017-06-16 17:10,Exit Long Trailing,21369,46.6,995609,186.4,0.02,1398,0.14,-279.6,-0.03,-3713,-0.37
122,Entry long,2017-06-16 15:35,Long,21365,46.6,995609,186.4,0.02,1398,0.14,-279.6,-0.03,-3713,-0.37
123,Exit short,2017-06-19 09:50,Exit Short Trailing,21456,46.4,995512,-46.4,0.00,371.2,0.04,-46.4,0.00,-3759.4,-0.38
123,Entry short,2017-06-19 09:40,Short,21455,46.4,995512,-46.4,0.00,371.2,0.04,-46.4,0.00,-3759.4,-0.38
124,Exit short,2017-06-19 16:30,Exit Short Trailing,21514,46.2,994177.8,231,0.02,231,0.02,-46.2,0.00,-3528.4,-0.35
124,Entry short,2017-06-19 16:25,Short,21519,46.2,994177.8,231,0.02,231,0.02,-46.2,0.00,-3528.4,-0.35
125,Exit short,2017-06-19 17:00,Exit Short Trailing,21516,46.3,995774.1,-416.7,-0.04,138.9,0.01,-416.7,-0.04,-3945.1,-0.39
125,Entry short,2017-06-19 16:35,Short,21507,46.3,995774.1,-416.7,-0.04,138.9,0.01,-416.7,-0.04,-3945.1,-0.39
126,Exit long,2017-06-20 19:05,Exit Long Trailing,21503,46.2,993900.6,-462,-0.05,277.2,0.03,-462,-0.05,-4407.1,-0.44
126,Entry long,2017-06-20 18:55,Long,21513,46.2,993900.6,-462,-0.05,277.2,0.03,-462,-0.05,-4407.1,-0.44
127,Exit long,2017-06-21 07:00,Exit Long Trailing,21478,46.3,995311.1,-879.7,-0.09,185.2,0.02,-879.7,-0.09,-5286.8,-0.53
127,Entry long,2017-06-20 20:05,Long,21497,46.3,995311.1,-879.7,-0.09,185.2,0.02,-879.7,-0.09,-5286.8,-0.53
128,Exit long,2017-06-21 07:10,Exit Long Trailing,21477,46.3,994153.6,231.5,0.02,231.5,0.02,-185.2,-0.02,-5055.3,-0.51
128,Entry long,2017-06-21 07:05,Long,21472,46.3,994153.6,231.5,0.02,231.5,0.02,-185.2,-0.02,-5055.3,-0.51
129,Exit long,2017-06-21 16:40,Exit Long Trailing,21436,46.3,994014.7,-1527.9,-0.15,46.3,0.00,-1527.9,-0.15,-6583.2,-0.66
129,Entry long,2017-06-21 15:45,Long,21469,46.3,994014.7,-1527.9,-0.15,46.3,0.00,-1527.9,-0.15,-6583.2,-0.66
130,Exit long,2017-06-21 19:30,Exit Long Trailing,21419,46.3,992301.6,-601.9,-0.06,370.4,0.04,-601.9,-0.06,-7185.1,-0.72
130,Entry long,2017-06-21 18:40,Long,21432,46.3,992301.6,-601.9,-0.06,370.4,0.04,-601.9,-0.06,-7185.1,-0.72
131,Exit long,2017-06-21 19:40,Exit Long Trailing,21406,46.3,991699.7,-601.9,-0.06,92.6,0.01,-601.9,-0.06,-7787,-0.78
131,Entry long,2017-06-21 19:35,Long,21419,46.3,991699.7,-601.9,-0.06,92.6,0.01,-601.9,-0.06,-7787,-0.78
132,Exit short,2017-06-22 19:40,Exit Short Trailing,21424,46.2,990481.8,693,0.07,693,0.07,-92.4,-0.01,-7094,-0.71
132,Entry short,2017-06-22 19:35,Short,21439,46.2,990481.8,693,0.07,693,0.07,-92.4,-0.01,-7094,-0.71
133,Exit long,2017-06-23 12:55,Exit Long Trailing,21393,46.4,991846.4,788.8,0.08,788.8,0.08,-46.4,0.00,-6305.2,-0.63
133,Entry long,2017-06-23 12:10,Long,21376,46.4,991846.4,788.8,0.08,788.8,0.08,-46.4,0.00,-6305.2,-0.63
134,Exit long,2017-06-23 20:55,Exit Long Trailing,21389,46.4,992635.2,-185.6,-0.02,92.8,0.01,-185.6,-0.02,-6490.8,-0.65
134,Entry long,2017-06-23 20:50,Long,21393,46.4,992635.2,-185.6,-0.02,92.8,0.01,-185.6,-0.02,-6490.8,-0.65
135,Exit long,2017-06-26 07:05,Exit Long Trailing,21453,46.4,994816,603.2,0.06,696,0.07,-46.4,0.00,-5887.6,-0.59
135,Entry long,2017-06-26 07:00,Long,21440,46.4,994816,603.2,0.06,696,0.07,-46.4,0.00,-5887.6,-0.59
136,Exit short,2017-06-26 11:10,Exit Short Trailing,21471,46.3,993875.8,-231.5,-0.02,46.3,0.00,-231.5,-0.02,-6119.1,-0.61
136,Entry short,2017-06-26 10:30,Short,21466,46.3,993875.8,-231.5,-0.02,46.3,0.00,-231.5,-0.02,-6119.1,-0.61
137,Exit short,2017-06-26 11:45,Exit Short Trailing,21474,46.2,992052.6,-46.2,0.00,92.4,0.01,-46.2,0.00,-6165.3,-0.62
137,Entry short,2017-06-26 11:40,Short,21473,46.2,992052.6,-46.2,0.00,92.4,0.01,-46.2,0.00,-6165.3,-0.62
138,Exit short,2017-06-26 13:40,Exit Short Trailing,21487,46.2,992237.4,-462,-0.05,323.4,0.03,-646.8,-0.07,-6627.3,-0.66
138,Entry short,2017-06-26 13:35,Short,21477,46.2,992237.4,-462,-0.05,323.4,0.03,-646.8,-0.07,-6627.3,-0.66
139,Exit short,2017-06-26 15:25,Exit Short Trailing,21449,46.2,991313.4,369.6,0.04,2956.8,0.30,0,0.00,-6257.7,-0.63
139,Entry short,2017-06-26 14:40,Short,21457,46.2,991313.4,369.6,0.04,2956.8,0.30,0,0.00,-6257.7,-0.63
140,Exit long,2017-06-27 08:30,Exit Long Trailing,21396,46.4,992542.4,232,0.02,278.4,0.03,-139.2,-0.01,-6025.7,-0.60
140,Entry long,2017-06-27 08:25,Long,21391,46.4,992542.4,232,0.02,278.4,0.03,-139.2,-0.01,-6025.7,-0.60
141,Exit long,2017-06-27 19:05,Exit Long Trailing,21365,46.4,992774.4,-1438.4,-0.14,139.2,0.01,-1438.4,-0.14,-7464.1,-0.75
141,Entry long,2017-06-27 18:30,Long,21396,46.4,992774.4,-1438.4,-0.14,139.2,0.01,-1438.4,-0.14,-7464.1,-0.75
142,Exit long,2017-06-28 09:40,Exit Long Trailing,21379,46.4,990547.2,1438.4,0.15,1438.4,0.15,-139.2,-0.01,-6025.7,-0.60
142,Entry long,2017-06-28 08:45,Long,21348,46.4,990547.2,1438.4,0.15,1438.4,0.15,-139.2,-0.01,-6025.7,-0.60
143,Exit short,2017-06-28 15:45,Exit Short Trailing,21460,46.2,992145,693,0.07,693,0.07,-92.4,-0.01,-5332.7,-0.53
143,Entry short,2017-06-28 15:40,Short,21475,46.2,992145,693,0.07,693,0.07,-92.4,-0.01,-5332.7,-0.53
144,Exit long,2017-06-29 17:15,Exit Long Trailing,21254,46.7,993542.5,-980.7,-0.10,0,0.00,-1401,-0.14,-6313.4,-0.63
144,Entry long,2017-06-29 17:10,Long,21275,46.7,993542.5,-980.7,-0.10,0,0.00,-1401,-0.14,-6313.4,-0.63
145,Exit long,2017-06-29 19:55,Exit Long Trailing,21296,46.7,992842,1681.2,0.17,3969.5,0.40,-1027.4,-0.10,-4632.2,-0.46
145,Entry long,2017-06-29 17:35,Long,21260,46.7,992842,1681.2,0.17,3969.5,0.40,-1027.4,-0.10,-4632.2,-0.46
146,Exit short,2017-06-30 16:55,Exit Short Trailing,21354,46.5,993891,930,0.09,930,0.09,-232.5,-0.02,-3702.2,-0.37
146,Entry short,2017-06-30 16:40,Short,21374,46.5,993891,930,0.09,930,0.09,-232.5,-0.02,-3702.2,-0.37
147,Exit short,2017-06-30 17:35,Exit Short Trailing,21376,46.5,994309.5,325.5,0.03,325.5,0.03,-46.5,0.00,-3376.7,-0.34
147,Entry short,2017-06-30 17:30,Short,21383,46.5,994309.5,325.5,0.03,325.5,0.03,-46.5,0.00,-3376.7,-0.34
148,Exit short,2017-06-30 19:30,Exit Short Trailing,21403,46.5,994681.5,-558,-0.06,279,0.03,-558,-0.06,-3934.7,-0.39
148,Entry short,2017-06-30 19:15,Short,21391,46.5,994681.5,-558,-0.06,279,0.03,-558,-0.06,-3934.7,-0.39
149,Exit short,2017-07-03 07:00,Exit Short Trailing,21410,46.6,995515.8,-2190.2,-0.22,233,0.02,-2190.2,-0.22,-6124.9,-0.61
149,Entry short,2017-06-30 20:00,Short,21363,46.6,995515.8,-2190.2,-0.22,233,0.02,-2190.2,-0.22,-6124.9,-0.61
150,Exit short,2017-07-03 09:25,Exit Short Trailing,21433,46.3,992023.8,-324.1,-0.03,277.8,0.03,-324.1,-0.03,-6449,-0.64
150,Entry short,2017-07-03 08:45,Short,21426,46.3,992023.8,-324.1,-0.03,277.8,0.03,-324.1,-0.03,-6449,-0.64
151,Exit short,2017-07-03 12:10,Exit Short Trailing,21442,46.3,992440.5,-324.1,-0.03,0,0.00,-324.1,-0.03,-6773.1,-0.68
151,Entry short,2017-07-03 12:05,Short,21435,46.3,992440.5,-324.1,-0.03,0,0.00,-324.1,-0.03,-6773.1,-0.68
152,Exit short,2017-07-03 14:45,Exit Short Trailing,21543,46.1,992855.7,-276.6,-0.03,92.2,0.01,-368.8,-0.04,-7049.7,-0.70
152,Entry short,2017-07-03 14:40,Short,21537,46.1,992855.7,-276.6,-0.03,92.2,0.01,-368.8,-0.04,-7049.7,-0.70
153,Exit short,2017-07-03 16:00,Exit Short Trailing,21545,46,991944,874,0.09,874,0.09,-46,0.00,-6175.7,-0.62
153,Entry short,2017-07-03 15:35,Short,21564,46,991944,874,0.09,874,0.09,-46,0.00,-6175.7,-0.62
154,Exit short,2017-07-04 07:35,Exit Short Trailing,21515,46.1,991887.6,46.1,0.00,2074.5,0.21,-599.3,-0.06,-6129.6,-0.61
154,Entry short,2017-07-03 16:10,Short,21516,46.1,991887.6,46.1,0.00,2074.5,0.21,-599.3,-0.06,-6129.6,-0.61
155,Exit long,2017-07-05 11:20,Exit Long Trailing,21503,46.1,991703.2,-414.9,-0.04,92.2,0.01,-414.9,-0.04,-6544.5,-0.65
155,Entry long,2017-07-05 10:55,Long,21512,46.1,991703.2,-414.9,-0.04,92.2,0.01,-414.9,-0.04,-6544.5,-0.65
156,Exit long,2017-07-05 16:10,Exit Long Trailing,21458,46.2,991914,-554.4,-0.06,739.2,0.07,-785.4,-0.08,-7098.9,-0.71
156,Entry long,2017-07-05 14:45,Long,21470,46.2,991914,-554.4,-0.06,739.2,0.07,-785.4,-0.08,-7098.9,-0.71
157,Exit long,2017-07-06 11:20,Exit Long Trailing,21409,46.3,990958.9,277.8,0.03,277.8,0.03,0,0.00,-6821.1,-0.68
157,Entry long,2017-07-06 11:15,Long,21403,46.3,990958.9,277.8,0.03,277.8,0.03,0,0.00,-6821.1,-0.68
158,Exit long,2017-07-06 17:55,Exit Long Trailing,21388,46.3,991375.6,-1111.2,-0.11,555.6,0.06,-1296.4,-0.13,-7932.3,-0.79
158,Entry long,2017-07-06 15:05,Long,21412,46.3,991375.6,-1111.2,-0.11,555.6,0.06,-1296.4,-0.13,-7932.3,-0.79
159,Exit long,2017-07-06 19:20,Exit Long Trailing,21356,46.4,990500.8,417.6,0.04,556.8,0.06,-92.8,-0.01,-7514.7,-0.75
159,Entry long,2017-07-06 19:15,Long,21347,46.4,990500.8,417.6,0.04,556.8,0.06,-92.8,-0.01,-7514.7,-0.75
160,Exit long,2017-07-07 07:55,Exit Long Trailing,21335,46.4,990361.6,-417.6,-0.04,46.4,0.00,-417.6,-0.04,-7932.3,-0.79
160,Entry long,2017-07-07 07:50,Long,21344,46.4,990361.6,-417.6,-0.04,46.4,0.00,-417.6,-0.04,-7932.3,-0.79
161,Exit short,2017-07-07 15:30,Exit Short Trailing,21400,46.3,990357,-463,-0.05,138.9,0.01,-648.2,-0.07,-8395.3,-0.84
161,Entry short,2017-07-07 15:25,Short,21390,46.3,990357,-463,-0.05,138.9,0.01,-648.2,-0.07,-8395.3,-0.84
162,Exit short,2017-07-07 16:20,Exit Short Trailing,21421,46.2,990112.2,462,0.05,693,0.07,-184.8,-0.02,-7933.3,-0.79
162,Entry short,2017-07-07 16:15,Short,21431,46.2,990112.2,462,0.05,693,0.07,-184.8,-0.02,-7933.3,-0.79
163,Exit short,2017-07-07 19:15,Exit Short Trailing,21419,46.3,991236.7,-463,-0.05,0,0.00,-463,-0.05,-8396.3,-0.84
163,Entry short,2017-07-07 19:05,Short,21409,46.3,991236.7,-463,-0.05,0,0.00,-463,-0.05,-8396.3,-0.84
164,Exit short,2017-07-10 08:25,Exit Short Trailing,21443,46.2,990204.6,-462,-0.05,0,0.00,-462,-0.05,-8858.3,-0.89
164,Entry short,2017-07-10 08:20,Short,21433,46.2,990204.6,-462,-0.05,0,0.00,-462,-0.05,-8858.3,-0.89
165,Exit short,2017-07-10 16:10,Exit Short Trailing,21450,46.2,990897.6,-92.4,-0.01,46.2,0.00,-231,-0.02,-8950.7,-0.90
165,Entry short,2017-07-10 16:05,Short,21448,46.2,990897.6,-92.4,-0.01,46.2,0.00,-231,-0.02,-8950.7,-0.90
166,Exit short,2017-07-10 17:45,Exit Short Trailing,21449,46.2,990666.6,-277.2,-0.03,231,0.02,-277.2,-0.03,-9227.9,-0.92
166,Entry short,2017-07-10 17:15,Short,21443,46.2,990666.6,-277.2,-0.03,231,0.02,-277.2,-0.03,-9227.9,-0.92
167,Exit long,2017-07-11 10:05,Exit Long Trailing,21412,46.2,989373,-138.6,-0.01,92.4,0.01,-138.6,-0.01,-9366.5,-0.94
167,Entry long,2017-07-11 10:00,Long,21415,46.2,989373,-138.6,-0.01,92.4,0.01,-138.6,-0.01,-9366.5,-0.94
168,Exit long,2017-07-11 11:10,Exit Long Trailing,21403,46.2,988818.6,0,0.00,184.8,0.02,0,0.00,-9366.5,-0.94
168,Entry long,2017-07-11 11:05,Long,21403,46.2,988818.6,0,0.00,184.8,0.02,0,0.00,-9366.5,-0.94
169,Exit long,2017-07-11 13:20,Exit Long Trailing,21418,46.2,989003.4,508.2,0.05,508.2,0.05,-184.8,-0.02,-8858.3,-0.89
169,Entry long,2017-07-11 12:05,Long,21407,46.2,989003.4,508.2,0.05,508.2,0.05,-184.8,-0.02,-8858.3,-0.89
170,Exit short,2017-07-11 20:40,Exit Short Trailing,21434,46.2,990297,46.2,0.00,92.4,0.01,-46.2,0.00,-8812.1,-0.88
170,Entry short,2017-07-11 20:35,Short,21435,46.2,990297,46.2,0.00,92.4,0.01,-46.2,0.00,-8812.1,-0.88
171,Exit short,2017-07-12 07:45,Exit Short Trailing,21441,46.2,990528,-46.2,0.00,231,0.02,-46.2,0.00,-8858.3,-0.89
171,Entry short,2017-07-12 07:40,Short,21440,46.2,990528,-46.2,0.00,231,0.02,-46.2,0.00,-8858.3,-0.89
172,Exit short,2017-07-12 09:20,Exit Short Trailing,21435,46.2,990343.2,46.2,0.00,231,0.02,-92.4,-0.01,-8812.1,-0.88
172,Entry short,2017-07-12 09:10,Short,21436,46.2,990343.2,46.2,0.00,231,0.02,-92.4,-0.01,-8812.1,-0.88
173,Exit short,2017-07-12 09:55,Exit Short Trailing,21451,46.1,989121.6,230.5,0.02,276.6,0.03,-46.1,0.00,-8581.6,-0.86
173,Entry short,2017-07-12 09:50,Short,21456,46.1,989121.6,230.5,0.02,276.6,0.03,-46.1,0.00,-8581.6,-0.86
174,Exit short,2017-07-12 12:30,Exit Short Trailing,21462,46.2,991313.4,-231,-0.02,0,0.00,-231,-0.02,-8812.6,-0.88
174,Entry short,2017-07-12 12:20,Short,21457,46.2,991313.4,-231,-0.02,0,0.00,-231,-0.02,-8812.6,-0.88
175,Exit short,2017-07-12 12:40,Exit Short Trailing,21509,46.1,990642.9,-922,-0.09,0,0.00,-922,-0.09,-9734.6,-0.97
175,Entry short,2017-07-12 12:35,Short,21489,46.1,990642.9,-922,-0.09,0,0.00,-922,-0.09,-9734.6,-0.97
176,Exit short,2017-07-12 13:40,Exit Short Trailing,21552,45.9,988731.9,-504.9,-0.05,0,0.00,-734.4,-0.07,-10239.5,-1.02
176,Entry short,2017-07-12 13:35,Short,21541,45.9,988731.9,-504.9,-0.05,0,0.00,-734.4,-0.07,-10239.5,-1.02
177,Exit short,2017-07-12 16:05,Exit Short Trailing,21550,45.9,989328.6,183.6,0.02,1055.7,0.11,-367.2,-0.04,-10055.9,-1.01
177,Entry short,2017-07-12 15:00,Short,21554,45.9,989328.6,183.6,0.02,1055.7,0.11,-367.2,-0.04,-10055.9,-1.01
178,Exit short,2017-07-13 15:50,Exit Short Trailing,21569,45.9,989649.9,-367.2,-0.04,137.7,0.01,-367.2,-0.04,-10423.1,-1.04
178,Entry short,2017-07-13 15:40,Short,21561,45.9,989649.9,-367.2,-0.04,137.7,0.01,-367.2,-0.04,-10423.1,-1.04
179,Exit short,2017-07-14 12:00,Exit Short Trailing,21572,45.8,988180.8,183.2,0.02,183.2,0.02,0,0.00,-10239.9,-1.02
179,Entry short,2017-07-14 11:55,Short,21576,45.8,988180.8,183.2,0.02,183.2,0.02,0,0.00,-10239.9,-1.02
180,Exit short,2017-07-14 12:50,Exit Short Trailing,21581,45.8,987906,-503.8,-0.05,137.4,0.01,-503.8,-0.05,-10743.7,-1.07
180,Entry short,2017-07-14 12:35,Short,21570,45.8,987906,-503.8,-0.05,137.4,0.01,-503.8,-0.05,-10743.7,-1.07
181,Exit long,2017-07-14 15:10,Exit Long Trailing,21561,45.8,987493.8,0,0.00,91.6,0.01,-366.4,-0.04,-10743.7,-1.07
181,Entry long,2017-07-14 15:05,Long,21561,45.8,987493.8,0,0.00,91.6,0.01,-366.4,-0.04,-10743.7,-1.07
182,Exit short,2017-07-14 18:20,Exit Short Trailing,21649,45.7,989176.5,-182.8,-0.02,45.7,0.00,-228.5,-0.02,-10926.5,-1.09
182,Entry short,2017-07-14 18:15,Short,21645,45.7,989176.5,-182.8,-0.02,45.7,0.00,-228.5,-0.02,-10926.5,-1.09
183,Exit short,2017-07-14 19:15,Exit Short Trailing,21652,45.6,987148.8,-182.4,-0.02,45.6,0.00,-182.4,-0.02,-11108.9,-1.11
183,Entry short,2017-07-14 19:10,Short,21648,45.6,987148.8,-182.4,-0.02,45.6,0.00,-182.4,-0.02,-11108.9,-1.11
184,Exit short,2017-07-14 19:30,Exit Short Trailing,21664,45.6,987787.2,-91.2,-0.01,91.2,0.01,-228,-0.02,-11200.1,-1.12
184,Entry short,2017-07-14 19:25,Short,21662,45.6,987787.2,-91.2,-0.01,91.2,0.01,-228,-0.02,-11200.1,-1.12
185,Exit short,2017-07-14 19:45,Exit Short Trailing,21681,45.5,986713,227.5,0.02,318.5,0.03,-318.5,-0.03,-10972.6,-1.10
185,Entry short,2017-07-14 19:40,Short,21686,45.5,986713,227.5,0.02,318.5,0.03,-318.5,-0.03,-10972.6,-1.10
186,Exit short,2017-07-17 07:10,Exit Short Trailing,21681,45.6,988471.2,-182.4,-0.02,319.2,0.03,-319.2,-0.03,-11155,-1.12
186,Entry short,2017-07-17 07:05,Short,21677,45.6,988471.2,-182.4,-0.02,319.2,0.03,-319.2,-0.03,-11155,-1.12
187,Exit short,2017-07-17 07:55,Exit Short Trailing,21674,45.6,988516.8,182.4,0.02,273.6,0.03,0,0.00,-10972.6,-1.10
187,Entry short,2017-07-17 07:50,Short,21678,45.6,988516.8,182.4,0.02,273.6,0.03,0,0.00,-10972.6,-1.10
188,Exit short,2017-07-17 09:55,Exit Short Trailing,21665,45.6,987285.6,-638.4,-0.06,136.8,0.01,-638.4,-0.06,-11611,-1.16
188,Entry short,2017-07-17 09:05,Short,21651,45.6,987285.6,-638.4,-0.06,136.8,0.01,-638.4,-0.06,-11611,-1.16
189,Exit long,2017-07-17 20:10,Exit Long Trailing,21644,45.6,987331.2,-364.8,-0.04,182.4,0.02,-364.8,-0.04,-11975.8,-1.20
189,Entry long,2017-07-17 20:05,Long,21652,45.6,987331.2,-364.8,-0.04,182.4,0.02,-364.8,-0.04,-11975.8,-1.20
190,Exit short,2017-07-18 09:30,Exit Short Trailing,21640,45.6,987650.4,866.4,0.09,866.4,0.09,-319.2,-0.03,-11109.4,-1.11
190,Entry short,2017-07-18 08:40,Short,21659,45.6,987650.4,866.4,0.09,866.4,0.09,-319.2,-0.03,-11109.4,-1.11
191,Exit long,2017-07-18 12:55,Exit Long Trailing,21600,45.7,987211.4,-91.4,-0.01,182.8,0.02,-137.1,-0.01,-11200.8,-1.12
191,Entry long,2017-07-18 12:45,Long,21602,45.7,987211.4,-91.4,-0.01,182.8,0.02,-137.1,-0.01,-11200.8,-1.12
192,Exit long,2017-07-18 14:45,Exit Long Trailing,21487,45.9,988640.1,-2386.8,-0.24,45.9,0.00,-2799.9,-0.28,-13587.6,-1.36
192,Entry long,2017-07-18 14:40,Long,21539,45.9,988640.1,-2386.8,-0.24,45.9,0.00,-2799.9,-0.28,-13587.6,-1.36
193,Exit short,2017-07-19 15:00,Exit Short Trailing,21611,45.6,984732,-729.6,-0.07,182.4,0.02,-729.6,-0.07,-14317.2,-1.43
193,Entry short,2017-07-19 14:40,Short,21595,45.6,984732,-729.6,-0.07,182.4,0.02,-729.6,-0.07,-14317.2,-1.43
194,Exit short,2017-07-19 17:50,Exit Short Trailing,21628,45.5,983755.5,-318.5,-0.03,91,0.01,-318.5,-0.03,-14635.7,-1.46
